# x_m,y_m,w_tr_right_m,w_tr_left_m
-36.8073,27.3460,0.7134,0.7134
-36.8073,27.2747,0.7134,0.7134
-36.8073,27.2033,0.7134,0.7134
-36.8073,27.1320,0.7134,0.7134
-36.8073,27.0606,0.7134,0.7134
-36.8073,26.9893,0.7026,0.7026
-36.8073,26.9180,0.6768,0.6768
-36.8073,26.8466,0.6577,0.6577
-36.7360,26.7753,0.7134,0.7134
-36.7360,26.7039,0.7134,0.7134
-36.7360,26.6326,0.7134,0.7134
-36.7360,26.5613,0.7134,0.7134
-36.7360,26.4899,0.7134,0.7134
-36.7360,26.4186,0.7026,0.7026
-36.6646,26.3472,0.6768,0.6768
-36.6646,26.2759,0.7026,0.7026
-36.6646,26.2046,0.7134,0.7134
-36.6646,26.1332,0.7134,0.7134
-36.6646,26.0619,0.7134,0.7134
-36.6646,25.9905,0.7026,0.7026
-36.6646,25.9192,0.6768,0.6768
-36.5933,25.8479,0.6768,0.6768
-36.5933,25.7765,0.7026,0.7026
-36.5933,25.7052,0.7134,0.7134
-36.5933,25.6338,0.7134,0.7134
-36.5933,25.5625,0.7134,0.7134
-36.5933,25.4912,0.7026,0.7026
-36.5933,25.4198,0.6768,0.6768
-36.5219,25.3485,0.7026,0.7026
-36.5219,25.2771,0.7134,0.7134
-36.5219,25.2058,0.7134,0.7134
-36.5219,25.1345,0.7134,0.7134
-36.5219,25.0631,0.7026,0.7026
-36.4506,24.9918,0.6768,0.6768
-36.4506,24.9204,0.7026,0.7026
-36.4506,24.8491,0.7134,0.7134
-36.4506,24.7778,0.7134,0.7134
-36.4506,24.7064,0.7026,0.7026
-36.4506,24.6351,0.6768,0.6768
-36.3793,24.5637,0.6768,0.6768
-36.3793,24.4924,0.7026,0.7026
-36.3793,24.4211,0.7134,0.7134
-36.3793,24.3497,0.7134,0.7134
-36.3793,24.2784,0.7026,0.7026
-36.3793,24.2070,0.6768,0.6768
-36.3079,24.1357,0.7026,0.7026
-36.3079,24.0644,0.7134,0.7134
-36.3079,23.9930,0.7134,0.7134
-36.3079,23.9217,0.7026,0.7026
-36.3079,23.8503,0.6768,0.6768
-36.2366,23.7790,0.7026,0.7026
-36.2366,23.7077,0.7134,0.7134
-36.2366,23.6363,0.7134,0.7134
-36.2366,23.5650,0.7026,0.7026
-36.2366,23.4936,0.6768,0.6768
-36.1652,23.4223,0.7026,0.7026
-36.1652,23.3510,0.7170,0.7170
-36.1652,23.2796,0.7026,0.7026
-36.1652,23.2083,0.6768,0.6768
-36.1652,23.1369,0.6577,0.6577
-36.0939,23.0656,0.7170,0.7170
-36.0939,22.9943,0.7026,0.7026
-36.0939,22.9229,0.6768,0.6768
-36.0939,22.8516,0.6577,0.6577
-36.0226,22.7802,0.7170,0.7170
-36.0226,22.7089,0.7026,0.7026
-36.0226,22.6376,0.6768,0.6768
-35.9512,22.5662,0.7026,0.7026
-35.9512,22.4949,0.7026,0.7026
-35.9512,22.4235,0.6768,0.6768
-35.8799,22.3522,0.6768,0.6768
-35.8799,22.2809,0.7026,0.7026
-35.8799,22.2095,0.6768,0.6768
-35.8085,22.1382,0.6768,0.6768
-35.8085,22.0668,0.7026,0.7026
-35.8085,21.9955,0.6768,0.6768
-35.7372,21.9242,0.7026,0.7026
-35.7372,21.8528,0.7026,0.7026
-35.7372,21.7815,0.6768,0.6768
-35.6659,21.7101,0.7026,0.7026
-35.6659,21.6388,0.7026,0.7026
-35.5945,21.5675,0.7026,0.7026
-35.5945,21.4961,0.7026,0.7026
-35.5232,21.4248,0.7026,0.7026
-35.5232,21.3534,0.7026,0.7026
-35.4518,21.2821,0.6768,0.6768
-35.4518,21.2108,0.7026,0.7026
-35.3805,21.1394,0.6730,0.6730
-35.3805,21.0681,0.7026,0.7026
-35.3805,20.9967,0.6730,0.6730
-35.3092,20.9254,0.7026,0.7026
-35.2378,20.8541,0.7026,0.7026
-35.2378,20.7827,0.7026,0.7026
-35.1665,20.7114,0.7026,0.7026
-35.0951,20.6400,0.6730,0.6730
-35.0951,20.5687,0.7026,0.7026
-35.0238,20.4974,0.7062,0.7062
-34.9525,20.4260,0.7026,0.7026
-34.8811,20.3547,0.6730,0.6730
-34.8811,20.2833,0.7062,0.7062
-34.8098,20.2120,0.7062,0.7062
-34.7384,20.1407,0.7062,0.7062
-34.6671,20.0693,0.7026,0.7026
-34.5958,19.9980,0.6730,0.6730
-34.5958,19.9266,0.7062,0.7062
-34.5244,19.8553,0.7062,0.7062
-34.4531,19.7840,0.7062,0.7062
-34.3817,19.7126,0.7062,0.7062
-34.3104,19.6413,0.7062,0.7062
-34.2391,19.5699,0.7062,0.7062
-34.1677,19.4986,0.7062,0.7062
-34.0964,19.4986,0.6730,0.6730
-34.0250,19.4273,0.7026,0.7026
-33.9537,19.3559,0.7062,0.7062
-33.8824,19.2846,0.7062,0.7062
-33.8110,19.2132,0.7026,0.7026
-33.7397,19.2132,0.6730,0.6730
-33.6683,19.1419,0.7026,0.7026
-33.5970,19.0706,0.7026,0.7026
-33.5257,19.0706,0.6730,0.6730
-33.4543,18.9992,0.7026,0.7026
-33.3830,18.9279,0.7026,0.7026
-33.3116,18.9279,0.7026,0.7026
-33.2403,18.8565,0.7026,0.7026
-33.1690,18.8565,0.7026,0.7026
-33.0976,18.7852,0.7026,0.7026
-33.0263,18.7852,0.7026,0.7026
-32.9549,18.7139,0.6768,0.6768
-32.8836,18.7139,0.7026,0.7026
-32.8123,18.7139,0.6768,0.6768
-32.7409,18.6425,0.7026,0.7026
-32.6696,18.6425,0.7026,0.7026
-32.5982,18.6425,0.6768,0.6768
-32.5269,18.5712,0.7026,0.7026
-32.4556,18.5712,0.7026,0.7026
-32.3842,18.5712,0.6768,0.6768
-32.3129,18.5712,0.6577,0.6577
-32.2415,18.5712,0.6460,0.6460
-32.1702,18.5712,0.6421,0.6421
-32.0989,18.4998,0.7134,0.7134
-32.0275,18.4998,0.7134,0.7134
-31.9562,18.4998,0.7134,0.7134
-31.8848,18.4998,0.7134,0.7134
-31.8135,18.4998,0.7134,0.7134
-31.7422,18.4998,0.7134,0.7134
-31.6708,18.4998,0.7134,0.7134
-31.5995,18.5712,0.6460,0.6460
-31.5281,18.5712,0.6577,0.6577
-31.4568,18.5712,0.6768,0.6768
-31.3855,18.5712,0.7026,0.7026
-31.3141,18.5712,0.7170,0.7170
-31.2428,18.5712,0.7026,0.7026
-31.1714,18.5712,0.6768,0.6768
-31.1001,18.6425,0.7026,0.7026
-31.0288,18.6425,0.7026,0.7026
-30.9574,18.6425,0.6768,0.6768
-30.8861,18.7139,0.7026,0.7026
-30.8147,18.7139,0.7026,0.7026
-30.7434,18.7852,0.6768,0.6768
-30.6721,18.7852,0.7026,0.7026
-30.6007,18.7852,0.7026,0.7026
-30.5294,18.7852,0.6730,0.6730
-30.4580,18.7852,0.6381,0.6381
-30.3867,18.8565,0.6768,0.6768
-30.3154,18.8565,0.6577,0.6577
-30.2440,18.8565,0.6460,0.6460
-30.1727,18.8565,0.6421,0.6421
-30.1013,18.9279,0.7026,0.7026
-30.0300,18.9279,0.6768,0.6768
-29.9587,18.9279,0.6577,0.6577
-29.8873,18.9279,0.6460,0.6460
-29.8160,18.9279,0.6421,0.6421
-29.7446,18.9279,0.6421,0.6421
-29.6733,18.9279,0.6421,0.6421
-29.6020,18.9279,0.6421,0.6421
-29.5306,18.9279,0.6421,0.6421
-29.4593,18.9279,0.6421,0.6421
-29.3879,18.9279,0.6421,0.6421
-29.3166,18.9279,0.6421,0.6421
-29.2453,18.9279,0.6460,0.6460
-29.1739,18.9279,0.6577,0.6577
-29.1026,18.9279,0.6768,0.6768
-29.0312,18.8565,0.6381,0.6381
-28.9599,18.8565,0.6577,0.6577
-28.8886,18.8565,0.6768,0.6768
-28.8172,18.8565,0.7026,0.7026
-28.7459,18.7852,0.6730,0.6730
-28.6745,18.7852,0.7026,0.7026
-28.6032,18.7139,0.6730,0.6730
-28.5319,18.7139,0.7134,0.7134
-28.4605,18.6425,0.7062,0.7062
-28.3892,18.6425,0.7026,0.7026
-28.3178,18.5712,0.7062,0.7062
-28.2465,18.4998,0.7062,0.7062
-28.1752,18.4285,0.7062,0.7062
-28.1038,18.3572,0.7026,0.7026
-28.1038,18.2858,0.7062,0.7062
-28.0325,18.2145,0.7026,0.7026
-28.0325,18.1431,0.6730,0.6730
-27.9611,18.0718,0.7026,0.7026
-27.9611,18.0005,0.6730,0.6730
-27.9611,17.9291,0.6381,0.6381
-27.8898,17.8578,0.6768,0.6768
-27.8898,17.7864,0.6577,0.6577
-27.8898,17.7151,0.6460,0.6460
-27.8898,17.6438,0.6381,0.6381
-27.8185,17.5724,0.6768,0.6768
-27.8185,17.5011,0.6577,0.6577
-27.8185,17.4297,0.6460,0.6460
-27.8185,17.3584,0.6421,0.6421
-27.8185,17.2871,0.6421,0.6421
-27.8185,17.2157,0.6421,0.6421
-27.8185,17.1444,0.6421,0.6421
-27.7471,17.0730,0.7134,0.7134
-27.7471,17.0017,0.7134,0.7134
-27.7471,16.9304,0.7134,0.7134
-27.7471,16.8590,0.7134,0.7134
-27.7471,16.7877,0.7134,0.7134
-27.7471,16.7163,0.7134,0.7134
-27.7471,16.6450,0.7134,0.7134
-27.7471,16.5737,0.7134,0.7134
-27.7471,16.5023,0.7134,0.7134
-27.7471,16.4310,0.7134,0.7134
-27.6758,16.3596,0.7134,0.7134
-27.6758,16.2883,0.7134,0.7134
-27.6758,16.2170,0.7134,0.7134
-27.6758,16.1456,0.7134,0.7134
-27.6758,16.0743,0.7134,0.7134
-27.6758,16.0029,0.7134,0.7134
-27.6758,15.9316,0.7134,0.7134
-27.6758,15.8603,0.7134,0.7134
-27.6758,15.7889,0.7134,0.7134
-27.6758,15.7176,0.7134,0.7134
-27.6758,15.6462,0.7134,0.7134
-27.6758,15.5749,0.7134,0.7134
-27.6758,15.5036,0.7134,0.7134
-27.6758,15.4322,0.7134,0.7134
-27.6758,15.3609,0.7134,0.7134
-27.6758,15.2895,0.7134,0.7134
-27.6758,15.2182,0.7134,0.7134
-27.6758,15.1469,0.7134,0.7134
-27.6758,15.0755,0.7134,0.7134
-27.6758,15.0042,0.7134,0.7134
-27.6758,14.9328,0.7134,0.7134
-27.6758,14.8615,0.7134,0.7134
-27.6758,14.7902,0.7134,0.7134
-27.6758,14.7188,0.7134,0.7134
-27.6758,14.6475,0.7134,0.7134
-27.6758,14.5761,0.7134,0.7134
-27.6758,14.5048,0.7134,0.7134
-27.6758,14.4335,0.7134,0.7134
-27.6758,14.3621,0.7134,0.7134
-27.6758,14.2908,0.7134,0.7134
-27.6758,14.2194,0.7134,0.7134
-27.6758,14.1481,0.7134,0.7134
-27.6758,14.0768,0.7134,0.7134
-27.6758,14.0054,0.7134,0.7134
-27.6758,13.9341,0.7134,0.7134
-27.6758,13.8627,0.7134,0.7134
-27.6758,13.7914,0.7134,0.7134
-27.6758,13.7201,0.7134,0.7134
-27.6758,13.6487,0.7134,0.7134
-27.6758,13.5774,0.7134,0.7134
-27.6758,13.5060,0.7134,0.7134
-27.6758,13.4347,0.7134,0.7134
-27.6758,13.3634,0.7134,0.7134
-27.6758,13.2920,0.7134,0.7134
-27.6758,13.2207,0.7134,0.7134
-27.6758,13.1493,0.7134,0.7134
-27.6758,13.0780,0.7134,0.7134
-27.6758,13.0067,0.7134,0.7134
-27.6758,12.9353,0.7134,0.7134
-27.6758,12.8640,0.7134,0.7134
-27.6758,12.7926,0.7134,0.7134
-27.6758,12.7213,0.7134,0.7134
-27.6758,12.6500,0.7134,0.7134
-27.6758,12.5786,0.7134,0.7134
-27.6758,12.5073,0.7134,0.7134
-27.6758,12.4359,0.7134,0.7134
-27.6758,12.3646,0.7134,0.7134
-27.6758,12.2933,0.7134,0.7134
-27.6758,12.2219,0.7134,0.7134
-27.6758,12.1506,0.7134,0.7134
-27.6758,12.0792,0.7134,0.7134
-27.6758,12.0079,0.7134,0.7134
-27.6758,11.9366,0.7134,0.7134
-27.6758,11.8652,0.7134,0.7134
-27.6758,11.7939,0.7134,0.7134
-27.6758,11.7225,0.7134,0.7134
-27.6758,11.6512,0.7134,0.7134
-27.6758,11.5799,0.7134,0.7134
-27.6758,11.5085,0.7134,0.7134
-27.6758,11.4372,0.7134,0.7134
-27.6758,11.3658,0.7134,0.7134
-27.6758,11.2945,0.7134,0.7134
-27.6758,11.2232,0.7134,0.7134
-27.6758,11.1518,0.7134,0.7134
-27.6758,11.0805,0.7134,0.7134
-27.6758,11.0091,0.7134,0.7134
-27.6758,10.9378,0.7134,0.7134
-27.6758,10.8665,0.7134,0.7134
-27.6758,10.7951,0.7134,0.7134
-27.6758,10.7238,0.7134,0.7134
-27.6758,10.6524,0.7134,0.7134
-27.6758,10.5811,0.7134,0.7134
-27.6758,10.5098,0.7134,0.7134
-27.6758,10.4384,0.7134,0.7134
-27.6758,10.3671,0.7134,0.7134
-27.6758,10.2957,0.7134,0.7134
-27.6758,10.2244,0.7134,0.7134
-27.6758,10.1531,0.7134,0.7134
-27.6758,10.0817,0.7134,0.7134
-27.6758,10.0104,0.7134,0.7134
-27.6758,9.9390,0.7134,0.7134
-27.6758,9.8677,0.7134,0.7134
-27.6758,9.7964,0.7134,0.7134
-27.6758,9.7250,0.7134,0.7134
-27.6758,9.6537,0.7134,0.7134
-27.6758,9.5823,0.7134,0.7134
-27.6758,9.5110,0.7134,0.7134
-27.6758,9.4397,0.7134,0.7134
-27.6758,9.3683,0.7134,0.7134
-27.6758,9.2970,0.7134,0.7134
-27.6758,9.2256,0.7134,0.7134
-27.6758,9.1543,0.7134,0.7134
-27.6758,9.0830,0.7134,0.7134
-27.6758,9.0116,0.7134,0.7134
-27.6758,8.9403,0.7134,0.7134
-27.6758,8.8689,0.7134,0.7134
-27.6758,8.7976,0.7134,0.7134
-27.6758,8.7263,0.7134,0.7134
-27.6758,8.6549,0.7134,0.7134
-27.6758,8.5836,0.7134,0.7134
-27.6758,8.5122,0.7134,0.7134
-27.6758,8.4409,0.7134,0.7134
-27.6758,8.3696,0.7134,0.7134
-27.6044,8.2982,0.7134,0.7134
-27.6044,8.2269,0.7134,0.7134
-27.6044,8.1555,0.7134,0.7134
-27.6044,8.0842,0.7134,0.7134
-27.6044,8.0129,0.7134,0.7134
-27.6044,7.9415,0.7134,0.7134
-27.6044,7.8702,0.7134,0.7134
-27.6044,7.7988,0.7134,0.7134
-27.6044,7.7275,0.7134,0.7134
-27.6044,7.6562,0.7134,0.7134
-27.6044,7.5848,0.7134,0.7134
-27.6044,7.5135,0.7134,0.7134
-27.6044,7.4421,0.7134,0.7134
-27.6044,7.3708,0.7134,0.7134
-27.6044,7.2995,0.7134,0.7134
-27.6044,7.2281,0.7134,0.7134
-27.6044,7.1568,0.7134,0.7134
-27.6044,7.0854,0.7026,0.7026
-27.6044,7.0141,0.6768,0.6768
-27.6044,6.9428,0.6577,0.6577
-27.5331,6.8714,0.7134,0.7134
-27.5331,6.8001,0.7134,0.7134
-27.5331,6.7287,0.7134,0.7134
-27.5331,6.6574,0.7134,0.7134
-27.5331,6.5861,0.7134,0.7134
-27.4618,6.5147,0.6577,0.6577
-27.4618,6.4434,0.6768,0.6768
-27.4618,6.3720,0.7026,0.7026
-27.4618,6.3007,0.7134,0.7134
-27.4618,6.2294,0.7134,0.7134
-27.4618,6.1580,0.7026,0.7026
-27.4618,6.0867,0.6768,0.6768
-27.3904,6.0153,0.6768,0.6768
-27.3904,5.9440,0.7026,0.7026
-27.3904,5.8727,0.7026,0.7026
-27.3904,5.8013,0.6768,0.6768
-27.3904,5.7300,0.6577,0.6577
-27.3191,5.6586,0.7026,0.7026
-27.3191,5.5873,0.7026,0.7026
-27.3191,5.5160,0.6768,0.6768
-27.2477,5.4446,0.7026,0.7026
-27.2477,5.3733,0.7026,0.7026
-27.2477,5.3019,0.6768,0.6768
-27.1764,5.2306,0.7026,0.7026
-27.1764,5.1593,0.7026,0.7026
-27.1051,5.0879,0.6768,0.6768
-27.1051,5.0166,0.7026,0.7026
-27.1051,4.9452,0.7026,0.7026
-27.0337,4.8739,0.6768,0.6768
-27.0337,4.8026,0.7026,0.7026
-27.0337,4.7312,0.6768,0.6768
-26.9624,4.6599,0.7026,0.7026
-26.9624,4.5885,0.7026,0.7026
-26.8910,4.5172,0.7026,0.7026
-26.8910,4.4459,0.7026,0.7026
-26.8197,4.3745,0.6768,0.6768
-26.8197,4.3032,0.7026,0.7026
-26.7484,4.2318,0.6730,0.6730
-26.7484,4.1605,0.7026,0.7026
-26.7484,4.0892,0.6730,0.6730
-26.6770,4.0178,0.7026,0.7026
-26.6770,3.9465,0.6768,0.6768
-26.6057,3.8751,0.7026,0.7026
-26.6057,3.8038,0.7026,0.7026
-26.5343,3.7325,0.7026,0.7026
-26.5343,3.6611,0.7026,0.7026
-26.4630,3.5898,0.7026,0.7026
-26.4630,3.5184,0.7026,0.7026
-26.3917,3.4471,0.7026,0.7026
-26.3917,3.3758,0.7026,0.7026
-26.3203,3.3044,0.7026,0.7026
-26.3203,3.2331,0.7026,0.7026
-26.2490,3.1617,0.7026,0.7026
-26.2490,3.0904,0.7026,0.7026
-26.1776,3.0191,0.7026,0.7026
-26.1776,2.9477,0.6730,0.6730
-26.1063,2.8764,0.7026,0.7026
-26.0350,2.8050,0.7026,0.7026
-25.9636,2.7337,0.6730,0.6730
-25.9636,2.6624,0.7062,0.7062
-25.8923,2.5910,0.7062,0.7062
-25.8209,2.5197,0.7026,0.7026
-25.7496,2.4483,0.6730,0.6730
-25.7496,2.3770,0.7062,0.7062
-25.6783,2.3057,0.7062,0.7062
-25.6069,2.2343,0.7062,0.7062
-25.5356,2.1630,0.7062,0.7062
-25.4642,2.0916,0.7062,0.7062
-25.3929,2.0203,0.7062,0.7062
-25.3216,1.9490,0.7062,0.7062
-25.2502,1.8776,0.7062,0.7062
-25.1789,1.8063,0.7062,0.7062
-25.1075,1.7349,0.7062,0.7062
-25.0362,1.6636,0.7062,0.7062
-24.9649,1.5923,0.7062,0.7062
-24.8935,1.5209,0.7062,0.7062
-24.8222,1.4496,0.7062,0.7062
-24.7508,1.3782,0.7062,0.7062
-24.6795,1.3069,0.7062,0.7062
-24.6082,1.3069,0.6730,0.6730
-24.5368,1.2356,0.7026,0.7026
-24.4655,1.1642,0.7062,0.7062
-24.3941,1.0929,0.7026,0.7026
-24.3228,1.0929,0.6730,0.6730
-24.2515,1.0215,0.7026,0.7026
-24.1801,0.9502,0.7026,0.7026
-24.1088,0.9502,0.7026,0.7026
-24.0374,0.8789,0.7026,0.7026
-23.9661,0.8075,0.6730,0.6730
-23.8948,0.8075,0.7026,0.7026
-23.8234,0.7362,0.7026,0.7026
-23.7521,0.7362,0.7026,0.7026
-23.6807,0.6648,0.7026,0.7026
-23.6094,0.5935,0.6730,0.6730
-23.5381,0.5935,0.7026,0.7026
-23.4667,0.5222,0.6730,0.6730
-23.3954,0.5222,0.7026,0.7026
-23.3240,0.4508,0.7026,0.7026
-23.2527,0.4508,0.7026,0.7026
-23.1814,0.3795,0.7026,0.7026
-23.1100,0.3081,0.6730,0.6730
-23.0387,0.3081,0.7026,0.7026
-22.9673,0.2368,0.7062,0.7062
-22.8960,0.2368,0.6730,0.6730
-22.8247,0.1655,0.7026,0.7026
-22.7533,0.0941,0.7062,0.7062
-22.6820,0.0228,0.7062,0.7062
-22.6106,0.0228,0.6730,0.6730
-22.5393,-0.0486,0.7026,0.7026
-22.4680,-0.1199,0.7062,0.7062
-22.3966,-0.1912,0.7062,0.7062
-22.3253,-0.2626,0.7062,0.7062
-22.2539,-0.2626,0.6730,0.6730
-22.1826,-0.3339,0.7026,0.7026
-22.1113,-0.4053,0.7062,0.7062
-22.0399,-0.4766,0.7062,0.7062
-21.9686,-0.5479,0.7062,0.7062
-21.8972,-0.6193,0.7062,0.7062
-21.8259,-0.6906,0.7062,0.7062
-21.7546,-0.7620,0.7062,0.7062
-21.6832,-0.8333,0.7062,0.7062
-21.6119,-0.9046,0.7062,0.7062
-21.5405,-0.9760,0.7062,0.7062
-21.4692,-1.0473,0.7062,0.7062
-21.3979,-1.1187,0.7026,0.7026
-21.3265,-1.1900,0.6730,0.6730
-21.3265,-1.2613,0.7062,0.7062
-21.2552,-1.3327,0.7062,0.7062
-21.1838,-1.4040,0.7062,0.7062
-21.1125,-1.4754,0.7062,0.7062
-21.0412,-1.5467,0.7026,0.7026
-20.9698,-1.6180,0.6730,0.6730
-20.9698,-1.6894,0.7062,0.7062
-20.8985,-1.7607,0.7062,0.7062
-20.8271,-1.8321,0.7026,0.7026
-20.7558,-1.9034,0.6730,0.6730
-20.7558,-1.9747,0.7062,0.7062
-20.6845,-2.0461,0.7062,0.7062
-20.6131,-2.1174,0.7062,0.7062
-20.5418,-2.1888,0.7026,0.7026
-20.4704,-2.2601,0.6730,0.6730
-20.4704,-2.3314,0.7062,0.7062
-20.3991,-2.4028,0.7062,0.7062
-20.3278,-2.4741,0.7062,0.7062
-20.2564,-2.5455,0.7026,0.7026
-20.1851,-2.6168,0.6730,0.6730
-20.1851,-2.6881,0.7062,0.7062
-20.1137,-2.7595,0.7062,0.7062
-20.0424,-2.8308,0.7026,0.7026
-19.9711,-2.9022,0.6730,0.6730
-19.9711,-2.9735,0.7062,0.7062
-19.8997,-3.0448,0.7062,0.7062
-19.8284,-3.1162,0.7062,0.7062
-19.7570,-3.1875,0.7062,0.7062
-19.6857,-3.2589,0.7026,0.7026
-19.6144,-3.3302,0.6730,0.6730
-19.6144,-3.4015,0.7062,0.7062
-19.5430,-3.4729,0.7062,0.7062
-19.4717,-3.5442,0.7062,0.7062
-19.4003,-3.6156,0.7062,0.7062
-19.3290,-3.6869,0.7026,0.7026
-19.2577,-3.7582,0.6730,0.6730
-19.2577,-3.8296,0.7062,0.7062
-19.1863,-3.9009,0.7062,0.7062
-19.1150,-3.9723,0.7062,0.7062
-19.0436,-4.0436,0.7062,0.7062
-18.9723,-4.1149,0.7026,0.7026
-18.9010,-4.1863,0.6730,0.6730
-18.9010,-4.2576,0.7062,0.7062
-18.8296,-4.3290,0.7062,0.7062
-18.7583,-4.4003,0.7062,0.7062
-18.6869,-4.4716,0.7062,0.7062
-18.6156,-4.5430,0.7026,0.7026
-18.5443,-4.6143,0.6730,0.6730
-18.5443,-4.6857,0.7062,0.7062
-18.4729,-4.7570,0.7062,0.7062
-18.4016,-4.8283,0.7062,0.7062
-18.3302,-4.8997,0.7062,0.7062
-18.2589,-4.9710,0.7026,0.7026
-18.1876,-5.0424,0.6730,0.6730
-18.1876,-5.1137,0.7062,0.7062
-18.1162,-5.1850,0.7062,0.7062
-18.0449,-5.2564,0.7062,0.7062
-17.9735,-5.3277,0.7062,0.7062
-17.9022,-5.3991,0.7026,0.7026
-17.8309,-5.4704,0.6730,0.6730
-17.8309,-5.5417,0.7062,0.7062
-17.7595,-5.6131,0.7062,0.7062
-17.6882,-5.6844,0.7062,0.7062
-17.6168,-5.7558,0.7026,0.7026
-17.5455,-5.8271,0.6730,0.6730
-17.5455,-5.8984,0.7062,0.7062
-17.4742,-5.9698,0.7062,0.7062
-17.4028,-6.0411,0.7062,0.7062
-17.3315,-6.1125,0.7062,0.7062
-17.2601,-6.1838,0.7026,0.7026
-17.1888,-6.2551,0.6730,0.6730
-17.1888,-6.3265,0.7062,0.7062
-17.1175,-6.3978,0.7062,0.7062
-17.0461,-6.4692,0.7062,0.7062
-16.9748,-6.5405,0.7062,0.7062
-16.9034,-6.6118,0.7062,0.7062
-16.8321,-6.6832,0.7062,0.7062
-16.7608,-6.7545,0.7026,0.7026
-16.6894,-6.8259,0.6730,0.6730
-16.6894,-6.8972,0.7062,0.7062
-16.6894,-6.9685,0.6577,0.6577
-16.6181,-7.0399,0.6730,0.6730
-16.5467,-7.1112,0.7026,0.7026
-16.4754,-7.1826,0.7026,0.7026
-16.4754,-7.2539,0.7026,0.7026
-16.4754,-7.3252,0.6730,0.6730
-16.4041,-7.3966,0.7026,0.7026
-16.4041,-7.4679,0.6768,0.6768
-16.4041,-7.5393,0.6577,0.6577
-16.4041,-7.6106,0.6381,0.6381
-16.3327,-7.6819,0.6768,0.6768
-16.3327,-7.7533,0.6577,0.6577
-16.3327,-7.8246,0.6460,0.6460
-16.3327,-7.8960,0.6421,0.6421
-16.3327,-7.9673,0.6421,0.6421
-16.3327,-8.0386,0.6421,0.6421
-16.3327,-8.1100,0.6421,0.6421
-16.3327,-8.1813,0.6421,0.6421
-16.3327,-8.2527,0.6421,0.6421
-16.3327,-8.3240,0.6460,0.6460
-16.3327,-8.3953,0.6577,0.6577
-16.3327,-8.4667,0.6768,0.6768
-16.3327,-8.5380,0.7026,0.7026
-16.3327,-8.6094,0.7134,0.7134
-16.3327,-8.6807,0.7134,0.7134
-16.4041,-8.7520,0.6460,0.6460
-16.4041,-8.8234,0.6577,0.6577
-16.4041,-8.8947,0.6768,0.6768
-16.4754,-8.9661,0.6381,0.6381
-16.4754,-9.0374,0.6577,0.6577
-16.4754,-9.1087,0.6768,0.6768
-16.4754,-9.1801,0.7026,0.7026
-16.4754,-9.2514,0.7026,0.7026
-16.5467,-9.3228,0.6768,0.6768
-16.5467,-9.3941,0.7026,0.7026
-16.5467,-9.4654,0.7026,0.7026
-16.6181,-9.5368,0.6768,0.6768
-16.6181,-9.6081,0.7026,0.7026
-16.6181,-9.6795,0.7026,0.7026
-16.6894,-9.7508,0.6768,0.6768
-16.6894,-9.8221,0.7026,0.7026
-16.6894,-9.8935,0.7026,0.7026
-16.7608,-9.9648,0.6768,0.6768
-16.7608,-10.0362,0.7026,0.7026
-16.7608,-10.1075,0.7026,0.7026
-16.8321,-10.1788,0.6768,0.6768
