# x_m,y_m,w_tr_right_m,w_tr_left_m
1.4000,-0.7600,1.0705,1.0705
1.4000,-0.9600,1.0705,1.0705
1.4000,-1.0600,1.0705,1.0705
1.3000,-1.2600,1.0705,1.0705
1.3000,-1.3600,1.0705,1.0705
1.1000,-1.5600,1.0705,1.0705
1.1000,-1.6600,1.0705,1.0705
0.9000,-1.8600,1.0705,1.0705
0.9000,-1.9600,1.0705,1.0705
0.8000,-2.1600,1.0705,1.0705
0.8000,-2.2600,1.0705,1.0705
0.7000,-2.4600,1.0705,1.0705
0.6000,-2.6600,1.0705,1.0705
0.6000,-2.7600,1.0705,1.0705
0.4000,-2.9600,1.0705,1.0705
0.3000,-2.9600,1.0705,1.0705
0.2000,-3.1600,1.0705,1.0705
0.1000,-3.2600,1.0705,1.0705
0.0000,-3.4600,1.0705,1.0705
-0.1000,-3.5600,1.0705,1.0705
-0.3000,-3.7600,1.0705,1.0705
-0.3000,-3.7600,1.0705,1.0705
-0.5000,-3.9600,1.0705,1.0705
-0.6000,-4.1600,1.0705,1.0705
-0.7000,-4.2600,1.0705,1.0705
-0.9000,-4.3600,1.0705,1.0705
-1.0000,-4.4600,1.0705,1.0705
-1.2000,-4.6600,1.0705,1.0705
-1.3000,-4.7600,1.0705,1.0705
-1.5000,-4.8600,1.0705,1.0705
-1.6000,-4.9600,1.0705,1.0705
-1.7000,-5.0600,1.0705,1.0705
-1.8000,-5.1600,1.0705,1.0705
-2.0000,-5.2600,1.0705,1.0705
-2.2000,-5.3600,1.0705,1.0705
-2.2000,-5.3600,1.0705,1.0705
-2.4000,-5.3600,1.0705,1.0705
-2.5000,-5.4600,1.0705,1.0705
-2.7000,-5.4600,1.0705,1.0705
-2.8000,-5.4600,1.0705,1.0705
-3.0000,-5.3600,1.0705,1.0705
-3.1000,-5.4600,1.0705,1.0705
-3.3000,-5.4600,1.0705,1.0705
-3.4000,-5.4600,1.0705,1.0705
-3.6000,-5.3600,1.0705,1.0705
-3.8000,-5.2600,1.0705,1.0705
-3.9000,-5.2600,1.0705,1.0705
-4.1000,-5.1600,1.0705,1.0705
-4.2000,-5.1600,1.0705,1.0705
-4.3000,-5.0600,1.0705,1.0705
-4.4000,-5.0600,1.0705,1.0705
-4.5000,-4.9600,1.0705,1.0705
-4.6000,-4.8600,1.0705,1.0705
-4.7000,-4.6600,1.0705,1.0705
-4.8000,-4.5600,1.0705,1.0705
-4.9000,-4.4600,1.0705,1.0705
-5.0000,-4.3600,1.0705,1.0705
-5.1000,-4.1600,1.0705,1.0705
-5.1000,-3.9600,1.0705,1.0705
-5.2000,-3.8600,1.0705,1.0705
-5.2000,-3.6600,1.0705,1.0705
-5.3000,-3.5600,1.0705,1.0705
-5.3000,-3.4600,1.0705,1.0705
-5.4000,-3.3600,1.0705,1.0705
-5.4000,-3.1600,1.0705,1.0705
-5.5000,-3.0600,1.0705,1.0705
-5.4000,-2.8600,1.0705,1.0705
-5.4000,-2.7600,1.0705,1.0705
-5.3000,-2.5600,1.0705,1.0705
-5.2000,-2.3600,1.0705,1.0705
-5.2000,-2.2600,1.0705,1.0705
-5.1000,-2.0600,1.0705,1.0705
-5.1000,-1.9600,1.0705,1.0705
-4.9000,-1.7600,1.0705,1.0705
-4.9000,-1.6600,1.0705,1.0705
-4.8000,-1.5600,1.0705,1.0705
-4.7000,-1.4600,1.0705,1.0705
-4.5000,-1.2600,1.0705,1.0705
-4.5000,-1.1600,1.0705,1.0705
-4.3000,-0.9600,1.0705,1.0705
-4.1000,-0.7600,1.0705,1.0705
-4.0000,-0.6600,1.0705,1.0705
-3.8000,-0.4600,1.0705,1.0705
-3.8000,-0.3600,1.0705,1.0705
-3.7000,-0.1600,1.0705,1.0705
-3.6000,-0.0600,1.0705,1.0705
-3.4000,0.1400,1.0705,1.0705
-3.3000,0.2400,1.0705,1.0705
-3.2000,0.4400,1.0705,1.0705
-3.1000,0.5400,1.0705,1.0705
-2.9000,0.7400,1.0705,1.0705
